Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-05-01,28.69995880126953,28.962589122392625,27.88759217131115,28.06564441021307,234050400
2015-05-04,28.64432144165039,29.06052330317985,28.546391591878752,28.822375405226378,203953200
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600
2015-05-06,27.82305145263672,28.210316865514486,27.455816218919747,28.168028667666032,288564000
2015-05-07,27.995140075683594,28.17840692804765,27.718003504681537,27.88562568812943,175763600
2015-05-08,28.52259635925293,28.52259635925293,28.185116493194354,28.31250930678528,222201600
2015-05-11,28.2320499420166,28.50918485099784,28.077836963604977,28.471190892738576,168143200
2015-05-12,28.131479263305664,28.357209293536233,27.896807471517413,28.071134308781183,192640000
2015-05-13,28.162761688232422,28.426487319716653,28.131472351034375,28.194051025430465,138776800
2015-05-14,28.819841384887695,28.819841384887695,28.419784589174334,28.47565865289466,180814000
2015-05-15,28.779617309570312,28.94053490611256,28.65445993676693,28.846666876510024,152832000
2015-05-18,29.09698486328125,29.21543763361359,28.687986210700842,28.692457091736877,203531600
2015-05-19,29.07016372680664,29.25119517387914,28.974058549918123,29.208730333645796,178532800
2015-05-20,29.06792640686035,29.273542580713503,28.9070088081435,29.054517175347726,145819600
2015-05-21,29.36517906188965,29.418819402214933,29.016525375482637,29.07016571580792,158921600
2015-05-22,29.622194290161133,29.71829946014295,29.367408677354224,29.412110659829,182384000
2015-05-26,28.969589233398438,29.704893968093028,28.85784108371209,29.635610660932755,282790400
2015-05-27,29.510446548461914,29.559616001614543,29.065691145330188,29.130503564331832,183332800
2015-05-28,29.45233726501465,29.49033122049038,29.300361443111733,29.470217375288346,122933200
2015-05-29,29.117097854614258,29.37858811784808,29.03216816884701,29.329418658749454,203538000
2015-06-01,29.175203323364258,29.36517652829473,29.065692327120992,29.11709551740421,128451200
2015-06-02,29.045581817626953,29.20202855186745,28.90254431628092,29.023230822614153,134670400
2015-06-03,29.081336975097656,29.264605574947947,29.032167517102838,29.20202688482415,123934000
2015-06-04,28.91147804260254,29.184143768776664,28.810905401701508,28.960647495537707,153800400
2015-06-05,28.75279426574707,28.98523230030165,28.687981846856992,28.942767462626342,142507200
2015-06-08,28.562822341918945,28.877952882925072,28.346030699690523,28.808666178580967,210699200
2015-06-09,28.477888107299805,28.625396431817578,28.075595932065678,28.316970555149815,224301600
2015-06-10,28.804203033447266,28.90700941739929,28.574000421733558,28.58964509387513,156349200
2015-06-11,28.739383697509766,29.09474193791442,28.714798972119876,28.87124567447265,141563600
2015-06-12,28.422019958496094,28.681276447535282,28.40861072807724,28.649987106463822,147544800
2015-06-15,28.366153717041016,28.43767247424039,28.0957233630952,28.18288679514626,175955600
2015-06-16,28.51812744140625,28.574001516215095,28.24322794822594,28.39073461904774,125976400
2015-06-17,28.451074600219727,28.580701135204325,28.325915535035048,28.544942620252378,131672400
2015-06-18,28.580703735351562,28.67680720416839,28.43319707690091,28.435432517145383,141628800
2015-06-19,28.29463005065918,28.567295798030447,28.249931474593,28.542711069651634,218867600
2015-06-22,28.52035903930664,28.62093167835589,28.40190628949359,28.49353887316094,136157200
2015-06-23,28.390737533569336,28.520365809667116,28.35721274421417,28.491311901634834,121075600
2015-06-24,28.63210678100586,29.009816016287797,28.410845955048714,28.430959800526097,221123600
2015-06-25,28.495777130126953,28.87572014313876,28.495777130126953,28.79973222259295,127752400
2015-06-26,28.328155517578125,28.6052904471744,28.27451688397852,28.53377170066112,176267200
2015-06-29,27.831995010375977,28.26557839428839,27.82082121804163,28.039846645379797,196645600
2015-06-30,28.033143997192383,28.18735700645088,27.905751160674118,28.06443334615184,177482800
2015-07-01,28.29463005065918,28.370619676141335,28.158297176973544,28.361679619899824,120955200
2015-07-02,28.25887680053711,28.314750883609893,28.109132961994355,28.256641359774523,108844000
2015-07-06,28.160526275634766,28.21193116116185,27.903505258281328,27.923620806580097,112241600
2015-07-07,28.091245651245117,28.194053726909633,27.662131533293508,28.135944221484937,187787200
2015-07-08,27.39394187927246,27.856579159775947,27.387237262983373,27.82082063785364,243046400
2015-07-09,26.835193634033203,27.72694315969136,26.64522216989023,27.68000915361893,314380000
2015-07-10,27.552629470825195,27.680022320804788,27.089992099305437,27.25314518338405,245418000
2015-07-13,28.084543228149414,28.10689251501363,27.785057327716807,27.94373948113641,165762000
2015-07-14,28.073366165161133,28.243223805102456,27.945973361490438,28.16946962794016,127072400
2015-07-15,28.343799591064453,28.417553776418547,28.06666466732524,28.097954011692185,134596800
2015-07-16,28.72150421142578,28.73491685216096,28.462249426872162,28.549412835097545,144889600
2015-07-17,28.969589233398438,28.969589233398438,28.676809626865467,28.848902732261653,184658800
2015-07-20,29.517152786254883,29.7182980567629,29.21096059011771,29.271305535383036,235600800
2015-07-21,29.22214126586914,29.70712782831348,29.12603949367053,29.69148486063871,307025600
2015-07-22,27.986207962036133,28.04878665545674,27.264314136896378,27.264314136896378,461802400
2015-07-23,27.97279930114746,28.40414554749355,27.950448305776092,28.205233965707485,203998000
2015-07-24,27.825294494628906,28.10242948042889,27.691197030863865,28.008561426307537,168649200
2015-07-27,27.438636779785156,27.62637453642065,27.29336556595134,27.510155519184096,177822000
2015-07-28,27.574966430664062,27.693420874277674,27.389465840958135,27.574966430664062,134472400
2015-07-29,27.487817764282227,27.60180138915899,27.32690010684255,27.52357800155414,148046800
2015-07-30,27.349239349365234,27.393937921595764,27.20173099175027,27.338063853736987,134513200
2015-07-31,27.1101016998291,27.409585921458618,27.022938279794158,27.40064586489844,171540000
2015-08-03,26.470905303955078,27.393944513236637,26.265287388850833,27.15480351346365,279904000
2015-08-04,25.62160873413086,26.305506680668742,25.31094909794921,26.242928006494164,496554400
2015-08-05,25.791475296020508,26.247407986843598,25.053936768630475,25.243908296854702,397250400
2015-08-06,25.847593307495117,26.155169739950495,25.62084156704266,26.036180829783316,211612000
2015-08-07,25.935148239135742,26.09903973694835,25.706150966714716,25.724112007297297,154681600
2015-08-10,26.87809181213379,26.938708204443447,26.16191090980499,26.16191090980499,219806400
2015-08-11,25.479402542114258,26.5323452011804,25.443482166755924,26.449276656821382,388331200
2015-08-12,25.872289657592773,25.912701147702904,24.612800214163,25.263873460222026,404870000
2015-08-13,25.852088928222656,26.132723845565803,25.71513895153043,26.051900852342207,194143200
2015-08-14,26.033939361572266,26.112516794513375,25.596149583143525,25.66574649334,171718000
2015-08-17,26.30335235595703,26.413360772323824,25.930668335200526,26.051902834258918,163538800
2015-08-18,26.155170440673828,26.366208415520436,26.045162048893072,26.13945495613372,138242800
2015-08-19,25.82065773010254,26.159663474047857,25.74656970148154,26.065370553726364,193146000
2015-08-20,25.29081916809082,25.67248197165876,25.06182011566237,25.611865582992174,274006400
2015-08-21,23.743959426879883,25.122437995754048,23.719263417269794,24.792411060837015,513102000
2015-08-24,23.15125274658203,24.426457548398684,20.6547245534877,21.29906277303558,648825200
2015-08-25,23.29045295715332,24.945077073193595,23.23657153175285,24.945077073193595,414406400
2015-08-26,24.626279830932617,24.671180739886246,23.584562984897566,24.04255773737618,387098400
2015-08-27,25.351438522338867,25.423281001280163,24.70036509344975,25.196529194132214,338464400
2015-08-28,25.434497833251953,25.4389872371767,25.041609044757905,25.183048391986457,212657600
2015-08-31,25.315513610839844,25.712891876712465,25.14488711155364,25.151622075115288,224917200
2015-09-01,24.183996200561523,25.117948364592795,24.10317320302828,24.729550577481078,307383600
2015-09-02,25.22121810913086,25.22121810913086,24.500547914375936,24.74750798881547,247555200
2015-09-03,24.77894401550293,25.320007305220702,24.704855978054088,25.254899791662,212935600
2015-09-04,24.531982421875,24.7969018657635,24.36135761675743,24.464631066021123,199985200
2015-09-08,25.21448516845703,25.270612151175783,24.767714865616448,25.088761275282092,219374400
2015-09-09,24.72955322265625,25.598397969784315,24.64423909787911,25.540027130879814,340043200
2015-09-10,25.27285385131836,25.432254252358536,24.673418178492778,24.756485004003405,251571200
2015-09-11,25.64105224609375,25.64105224609375,25.091008464846674,25.097743429153095,199662000
2015-09-14,25.88800811767578,26.242731047988062,25.78698023721725,26.173134139799274,233453600
2015-09-15,26.10578155517578,26.161908537092778,25.688196672684565,26.0272041230639,173364800
2015-09-16,26.134971618652344,26.164157035899155,25.91719863028686,26.0990495240165,148694000
2015-09-17,25.57594108581543,26.1529263547926,25.531040188275043,25.96658608842649,256450400
2015-09-18,25.47042465209961,25.661257767972646,25.11570341502017,25.192035291081687,297141200
2015-09-21,25.865558624267578,25.901480715538085,25.51757235759737,25.519816203657086,200888000
2015-09-22,25.459203720092773,25.63431965974301,25.261635613525446,25.454712601565415,201384800
2015-09-23,25.665746688842773,25.755550204113632,25.436749352118696,25.510835667822036,143026800
2015-09-24,25.818405151367188,25.930659086807914,25.22795006757825,25.42551637732464,200878000
2015-09-25,25.753307342529297,26.19783384760581,25.598396305283583,26.14170685879038,224607600
2015-09-28,25.243671417236328,25.72187267672953,25.243671417236328,25.560226698067176,208436000
2015-09-29,24.484834671020508,25.483896002469564,24.215425836056493,25.3312305392274,293461600
2015-09-30,24.763225555419922,25.041614911169578,24.4107481711117,24.73403842806435,265892000
2015-10-01,24.60157585144043,24.610556372895342,24.09194196424501,24.48707634396447,255716400
2015-10-02,24.78118324279785,24.922624326629283,24.145827139949024,24.24910057614657,232079200
2015-10-05,24.870990753173828,25.003451336098365,24.48708235918129,24.668933252951508,208258800
2015-10-06,24.989978790283203,25.086517275072058,24.644236349710543,24.837313319288256,192787200
2015-10-07,24.870990753173828,25.09325314698851,24.56341595386961,25.086518182457723,187062400
